RSM0023,0.6768860220909119,0.7434216737747192
20560N3,0.8724130392074585,0.854799747467041
RSM0181,0.6280109882354736,0.8122389912605286
RSM1107,0.8544780015945435,0.803197979927063
13181N3,1.0264294147491455,0.9081556797027588
RSM0456,0.8565846085548401,0.8853055834770203
RSM0108,0.7105523943901062,0.6661540865898132
RSM0178,0.7408913969993591,0.7158845067024231
RSM0423,0.9096087217330933,0.8288053274154663
RSM0056,0.7886572480201721,0.832442045211792
RSM1175,0.8297348022460938,0.8212217688560486
RSM0321,0.8906694650650024,0.8786636590957642
RSM1208,0.9226474761962891,0.8611528277397156
RSM1815,0.8017726540565491,0.7526466250419617
RSM0147,0.6500032544136047,0.6747539043426514
RSM0868,0.7809730172157288,0.6895659565925598
RSM0260,0.7360526919364929,0.7516992688179016
RSM0447,0.8122876286506653,0.7893429398536682
RSM0104,0.7012432813644409,0.7594307065010071
12022N2,0.9386802911758423,0.8699450492858887
SAS,0.7034196257591248,0.7429582476615906
RSM0174,0.8149513602256775,0.8414841294288635
RSM0089,1.0026336908340454,0.8184040188789368
ITT,0.7543861865997314,0.7391942143440247
RSM0161,0.4447689950466156,0.6367208957672119
RSM0221,0.8837574124336243,0.7368403077125549
RSM0183,0.8462462425231934,0.8672412633895874
RSM1876,0.8705235123634338,0.8530723452568054
RSM0860,0.9134059548377991,0.8354615569114685
RSM0373,0.7651879191398621,0.7568740844726562
RSM0431,0.919026792049408,0.8674883842468262
RSM1869,1.0098176002502441,0.9260659217834473
RSM1862,0.8475971221923828,0.7816455364227295
RSM1532,0.9729529023170471,0.9040648937225342
RSM0495,0.7018514275550842,0.8239776492118835
RSM0927,0.7836306691169739,0.7558520436286926
RSM0065,0.6087607145309448,0.663858950138092
RSM1111,0.9377484321594238,0.8894766569137573
RSM0854,0.8075772523880005,0.8515371680259705
RSM0148,0.7187671661376953,0.7465792894363403
RSM0228,0.6906490921974182,0.6593383550643921
RSM0254,0.6609105467796326,0.8439086675643921
RSM0992,0.9136474132537842,0.8819974064826965
RSM0676,0.68442302942276,0.772361159324646
RSM0055,0.9209986925125122,0.8992952704429626
RSM0087,0.7205303311347961,0.7285150289535522
RSM0080,0.7230350375175476,0.7380341291427612
RSM0135,0.5647519826889038,0.5760811567306519
RSM0062,0.9127141237258911,0.8353158831596375
RSM0967,0.7537188529968262,0.7596853375434875
16050N2,0.8857995271682739,0.8726314306259155
RSM0118,0.6692659258842468,0.7121992111206055
RSM1852,0.8094953894615173,0.8812916874885559
RSM0012,0.7248539328575134,0.7688177227973938
RSM0239,0.512272834777832,0.5166220664978027
RSM1751,0.777219295501709,0.8192883133888245
LTA,0.7090794444084167,0.7496796250343323
RSM0094,0.5750998258590698,0.5845338106155396
RSM0200,0.7817018032073975,0.7892767190933228
RSM0083,0.8080276846885681,0.725592315196991
RSM0097,0.8171869516372681,0.7418473958969116
RSM1804,0.9701104164123535,0.8904622197151184
RSM0112,0.9313544034957886,0.7493675947189331
RSM1885,0.9139997959136963,0.8683478832244873
RSM0030,0.6453333497047424,0.7436684966087341
RSM1533,0.8442215919494629,0.823046863079071
RSM0143,0.6943557262420654,0.7002215385437012
RSM0198,0.8603342175483704,0.8271101713180542
RSM0088,0.7387599945068359,0.7190351486206055
RSM1213,0.9803987741470337,0.8803538680076599
RSM0022,0.6019091606140137,0.7021955847740173
NPT,0.6915759444236755,0.7441725134849548
RSM0009,0.7089476585388184,0.7364276647567749
